id,image_id,body,created_at,updated_at,address,name,tour_fee,children_tour_fee,map_body,fish_body,map_iamge_id,fishing_fee,fishing_children_fee
1,ef95d26b399445c6de2cdc45c1b968d3efd06f6f060d89b23b1788da0131,http://www.umiduri.com/,"2020-12-16 04:55:54.484976","2020-12-16 07:00:59.331443","兵庫県神戸市垂水区平磯1-1-66","神戸市立須磨海釣り公園","大人 （16歳以上）200円","小人 （6歳以上16歳未満）100円",https://goo.gl/maps/N2iy6dJ43RXPbujN9,"",,"基本釣り料（４時間）大人 （16歳以上）1,200円",
2,9e2880cc518fd49d3a8d3e990a874c5aa6619a8c60fde67d3a13c57bcea2,http://www.umiduri.com/,"2020-12-16 06:06:40.110473","2020-12-16 06:07:05.352259","神戸市垂水区平磯１丁目１－６６","神戸市立平磯海づり公園","大人 （16歳以上）200円","小人 （6歳以上16歳未満）100円",https://goo.gl/maps/mmSKRUsfsCgf2knVA,,,"基本釣り料（４時間）大人 （16歳以上）1,000円",
3,1d36d9904f3ecfeb54080c3c56dd4e7f78a898b4569d24217e11ce996e7c,https://www.city.minamiawaji.hyogo.jp/soshiki/suisan/umidurikouen-maruyama.html,"2020-12-16 06:13:14.764646","2020-12-16 06:13:14.764646","兵庫県南あわじ市阿那賀","丸山海釣り公園","大人 （16歳以上）200円","小人 （小・中学生）100円",https://goo.gl/maps/DFnvsHbWnkBU7CZu5,,,"大人（16歳以上）1日 1,000円　",
4,a0d850a5ab77bb582e773bdaf923fb3fcecf4165be30a1e433418f1d8490,https://amagasaki-uoturikouen.com/index.html,"2020-12-16 06:19:36.141414","2020-12-16 06:19:36.141414","兵庫県尼崎市平左衛門町66","尼崎市立海つり公園","大人 （16歳以上）200円","小人 （6歳以上16歳未満）100円",https://goo.gl/maps/STs6knFocEWCh68j8,,,"大人（16歳以上）1日 830円　",
5,b2b95ff53bbe6504e0ec1d10a376f7349996601af7adeb912c5354c5102a,https://www.city.minamiawaji.hyogo.jp/soshiki/suisan/umidurikouen-mega.html,"2020-12-16 06:25:52.543310","2020-12-16 09:29:35.081420","兵庫県南あわじ市阿万吹上町1432-2","南あわじ市浮体式多目的公園（海釣り公園メガフロート）","大人 （16歳以上）210円","小人 （5歳以上15歳）100円",https://goo.gl/maps/8UGQcQv4vwsQtRMp8,,,"大人（16歳以上）4時間 1,400円　1日 2,100円",""
6,ee3edf8f8ec49c1955595d0b40490d35a03363bf8f0d6c5a48611f54200c,https://nankou-uotsuri-en.jp/,"2020-12-16 06:29:49.340179","2020-12-16 06:29:49.340179","大阪府大阪市住之江区南港南6丁目9-3","大阪南港魚釣り園","無料","無料",https://goo.gl/maps/MSpLB2FffejBpT5A7,,,"無料",
7,96af233cae68803a2c1b2db3f88a798c82fa0f03946b36399dd5fe8953e1,https://minnaga.com/totopark/,"2020-12-16 06:47:55.981518","2020-12-16 06:51:36.315228","大阪府泉南郡岬町多奈川小島455-1","道の駅とっとパーク小島","釣り場への入園はすべて釣り料金が必要","釣り場への入園はすべて釣り料金が必要",https://goo.gl/maps/ykBNGrMqjQpiqXwt8,,,"基本料金 (終日料金)大人 1,500円イブニング料金 (午後３時以降の入場) 1,000円",
8,d7007113f8e4d7480f94381b614d2d4e726f88d6aa77daf103c1d4643a66,http://www.shimotsu-pialand.com/,"2020-12-16 06:58:31.967515","2020-12-16 10:06:56.621700"," 和歌山県海南市下津町丸田1204-20","下津ピアーランド","大人　310円","子供（小学生・中学生）110円",https://goo.gl/maps/t5GNyVnjNtnc3M716,,,"大人 桟橋1,100円　筏2,200円","小人（小・中学生）1日 500円"
